episode,total_steps,reward,avg_q,satisfaction,actor_loss,critic_loss,w_eng,w_sat,w_div
1,18,5.1393237,0.0,0.05186002670457136,0.0,0.0,0.30201057,0.3035011,0.39448833
2,68,28.000996,0.0,0.681303078881792,0.0,0.0,0.30991244,0.31559014,0.37449744
3,118,35.45791,0.2792470157146454,0.9893515711013856,-2.4948160475806187,12.44591286307887,0.3176403,0.2800437,0.402316
4,168,29.543358,2.547504425048828,0.5386523814129414,-4.826061353683472,1.9591534575819969,0.32222107,0.3115193,0.3662596
5,177,1.6631293,3.0156490802764893,0.21377146482131648,-5.276327715979682,1.2631456851959229,0.28317022,0.29405192,0.42277786
6,185,0.88523483,3.0941498279571533,0.033856913136394884,-5.345094323158264,0.7432722970843315,0.31938326,0.29959553,0.38102126
7,235,32.418095,3.17258358001709,0.8635319858451229,-5.452761507034301,1.201895879507065,0.31811276,0.2986967,0.38319054
8,285,28.713804,3.615163564682007,0.7917761601579433,-5.871878604888916,0.9421491998434067,0.29044795,0.31581685,0.39373523
9,289,-0.38626075,3.841012477874756,0.22432817673842775,-6.074191331863403,0.7982146292924881,0.30038944,0.28545162,0.41415897
10,339,31.68254,4.015808582305908,0.8683980775187439,-6.2445464706420895,0.9087369671463966,0.2863187,0.30033138,0.41335
