episode,total_steps,reward,avg_q,satisfaction,actor_loss,critic_loss,w_eng,w_sat,w_div
1,5011,0.68588233,51.75677,0.10000000000000013,-53.97389533303001,31.38199304450642,0.3057147,0.36338547,0.33089986
2,5019,-1.3272834,51.716854,0.10000000000000007,-53.92882680892944,32.32162946462631,0.29450262,0.37892,0.32657737
3,5035,3.2589679,51.494667,0.15000000000000002,-53.375794887542725,72.69297588430345,0.30416214,0.36873016,0.32710767
4,5044,-0.8133838,51.53418,0.05000000000000007,-53.66969553629557,28.32813733816147,0.30857477,0.36200097,0.32942423
5,5056,1.2682006,51.92007,0.05000000000000007,-54.02013301849365,64.35237283011277,0.30087444,0.3645225,0.33460307
6,5063,-1.3018067,51.564087,0.15000000000000008,-53.654175349644255,94.01368606090546,0.29794502,0.37370634,0.3283486
7,5074,0.34286475,52.358055,0.0,-55.06145650690252,25.134088483723726,0.29876912,0.3767664,0.3244645
8,5092,2.7765498,51.93564,0.049999999999999906,-54.43521308898926,49.107773277494644,0.30133572,0.3681937,0.33047065
9,5102,0.17210937,52.037804,0.15000000000000008,-54.311793899536134,102.1759060382843,0.3022126,0.37040794,0.3273794
10,5115,0.4729569,52.306828,6.938893903907228e-17,-54.7029668367826,67.27603734456576,0.29542747,0.38092607,0.32364646
11,5127,-0.2942834,52.733032,0.0,-55.536166508992515,23.096315056085587,0.29993546,0.37522548,0.32483903
12,5134,-2.1940517,51.832222,0.15000000000000008,-54.45527975899832,97.72705307177135,0.29086986,0.3996703,0.30945984
13,5142,-1.5973115,53.152184,0.10000000000000007,-55.53875732421875,46.6398641616106,0.29944018,0.3717942,0.3287656
14,5152,0.7485666,52.695007,0.15000000000000008,-54.85514526367187,44.50733987092972,0.30768642,0.35123795,0.34107566
15,5162,-1.1919522,52.833824,0.15000000000000008,-55.427110290527345,53.53439294695854,0.31106633,0.37823236,0.31070128
16,5175,-0.16705585,52.58818,0.15000000000000013,-55.31265229445238,80.10955935258131,0.3051006,0.40692076,0.28797865
17,5183,-1.5064886,53.111523,0.10000000000000007,-55.79275560379028,43.97673303633928,0.3048593,0.36363804,0.33150268
18,5190,-1.3639379,52.427944,0.15000000000000008,-54.71659142630441,89.84123539924622,0.3110175,0.37710175,0.31188077
19,5216,5.3637247,53.197617,0.10000000000000035,-55.915390748244064,58.649149255110665,0.30828404,0.3826086,0.30910736
20,5233,1.3108866,54.06549,0.0,-56.72568938311409,26.391354964059943,0.30937618,0.35193107,0.33869272
21,5243,-0.35806084,53.90763,6.938893903907228e-17,-56.400594329833986,36.930681347846985,0.30960268,0.35294634,0.33745095
22,5269,7.027959,53.8045,0.10000000000000007,-56.47110939025879,73.84262414161975,0.3064923,0.35885644,0.3346513
23,5278,-0.7121291,54.150337,0.05000000000000007,-56.63708708021376,71.52227118280199,0.30914235,0.35427234,0.3365853
24,5292,2.5624669,54.312096,0.10000000000000013,-56.63688496180943,71.67444230828967,0.30671614,0.3700173,0.3232666
25,5313,2.2199306,54.320488,0.0,-57.27598353794643,62.61413297482899,0.29643166,0.3939096,0.30965877
26,5320,-2.1704054,54.988644,0.15000000000000008,-58.19216319492885,53.48889863491058,0.2899944,0.39764622,0.31235936
27,5327,-2.0074515,53.25135,0.15000000000000008,-56.5257568359375,66.85146863119942,0.29621917,0.3782286,0.3255522
28,5334,-2.7579594,54.71472,0.15000000000000008,-57.211551666259766,66.45480847358704,0.28704643,0.39175484,0.32119873
29,5365,10.151129,54.544685,0.1499999999999999,-57.38447595411731,82.17420857952487,0.29576987,0.37840965,0.32582045
30,5376,-0.7375109,55.342064,0.0,-58.32170209017667,77.92139117284255,0.3034682,0.38310185,0.31343
31,5387,0.6206031,55.620926,0.10000000000000007,-58.83783097700639,46.92862740429965,0.2941174,0.3921019,0.31378067
32,5401,1.2221158,55.836357,0.0,-58.26074300493513,43.192036296640126,0.28763556,0.39308336,0.31928107
33,5411,0.43836713,55.21717,0.15000000000000008,-57.37823638916016,97.74132493734359,0.28947738,0.3948791,0.31564346
34,5428,3.6337528,55.31352,0.10000000000000019,-58.193882437313306,105.83140633386724,0.30377054,0.36242875,0.33380073
35,5436,-1.422296,56.02569,0.10000000000000007,-58.51421403884888,62.904424637556076,0.2946755,0.38719374,0.31813073
36,5450,-0.61891794,56.237217,0.0,-58.63097626822336,58.707114049366545,0.29590616,0.37542507,0.3286688
37,5479,6.526793,56.0518,0.0,-58.61236638036267,79.5437960131415,0.30660447,0.37193432,0.3214613
38,5493,2.5076582,56.29669,0.10000000000000019,-58.64266422816685,81.23827897650855,0.31372765,0.3510708,0.3352015
39,5509,2.6179657,56.566456,0.1500000000000002,-58.97128105163574,51.584675908088684,0.3049092,0.36088812,0.33420268
40,5516,-2.2489414,56.23736,0.15000000000000008,-58.80414036342076,71.21191991227013,0.2881297,0.40086287,0.31100747
41,5526,-0.5886035,56.104774,0.15000000000000008,-58.4658878326416,94.66137309074402,0.30001608,0.39056784,0.30941617
42,5534,-1.4208148,56.662315,0.10000000000000007,-58.83429145812988,80.72491517663002,0.30205035,0.3884247,0.30952495
43,5541,-2.4100716,56.062153,0.15000000000000008,-57.63859122140067,57.0631970337459,0.30140492,0.3874099,0.31118518
44,5549,-2.000605,56.650555,0.10000000000000007,-58.43873596191406,76.47363105416298,0.29862934,0.38156775,0.3198029
45,5562,-0.66768026,56.967106,0.0,-59.17556615976187,50.95222733112482,0.2966334,0.3798201,0.3235465
46,5572,0.46938062,56.6444,0.15000000000000008,-60.30285301208496,81.36444382667541,0.30113095,0.36686683,0.3320022
47,5588,-0.68424463,55.98625,0.0,-59.69475221633911,74.20438989624381,0.3028153,0.3617254,0.3354593
48,5598,-2.675812,55.895947,6.938893903907228e-17,-57.124436950683595,106.95832560658455,0.29207858,0.3889234,0.31899807
49,5609,-2.0826845,56.223232,0.0,-56.86920166015625,39.33071867986159,0.305291,0.3569885,0.3377205
50,5622,-2.1322715,55.47432,0.0,-55.470897087684044,83.00323548683754,0.30450505,0.36307424,0.3324207
