episode,total_steps,reward,avg_q,satisfaction,actor_loss,critic_loss
1,17,-17.195152,0.0,0.0,0.0,0.0
2,31,-24.320122,0.0,0.0,0.0,0.0
3,45,-12.152123,0.0,0.10000000000000013,0.0,0.0
4,54,-15.686471,0.0,0.05000000000000007,0.0,0.0
5,64,-23.14909,0.0,0.15000000000000008,0.0,0.0
6,76,-17.328947,0.0,0.05000000000000007,0.0,0.0
7,84,-28.95986,0.0,0.10000000000000007,0.0,0.0
8,95,-12.274932,0.0,0.10000000000000007,0.0,0.0
9,113,-7.325038,0.0,0.05000000000000013,0.0,0.0
10,120,-25.266493,0.0,0.15000000000000008,0.0,0.0
11,132,-23.997494,0.0,0.05000000000000013,0.0,0.0
12,144,-16.305006,0.0,0.05000000000000007,0.0,0.0
13,157,-11.64348,0.0,6.938893903907228e-17,0.0,0.0
14,165,-11.696089,0.0,0.10000000000000007,0.0,0.0
15,178,-15.190717,0.0,1.249000902703301e-16,0.0,0.0
16,189,-25.378433,0.0,0.10000000000000002,0.0,0.0
17,197,-26.360298,0.0,0.10000000000000007,0.0,0.0
18,210,-14.689723,-0.1700802445411682,0.15000000000000008,-1.9507909268140793,94.42821363969283
19,218,-11.072002,0.07545522600412369,0.10000000000000007,-2.5742426812648773,91.7870888710022
20,227,-12.547788,0.08931814879179001,0.05000000000000007,-2.636692762374878,108.21846432156033
21,238,-16.92365,0.17548765242099762,0.10000000000000013,-2.6948063807054,83.23280750621448
22,251,-12.647459,0.1858554184436798,0.15000000000000008,-2.6744010265056906,78.11346670297476
23,263,-17.778225,0.33900412917137146,0.0,-2.8167656858762107,61.92824014027914
24,281,-12.816536,0.311432421207428,0.0,-2.8350458807415433,98.68671713935004
25,292,-16.903969,0.1480642706155777,0.10000000000000013,-2.882212595506148,71.80166313864969
26,305,-11.129453,0.3696417510509491,6.938893903907228e-17,-3.1854806679945726,61.73635878929725
27,314,-13.655672,0.5897226333618164,0.05000000000000007,-3.352654536565145,60.42278607686361
28,321,-28.140045,0.79201740026474,0.15000000000000008,-3.493230547223772,61.08216503688267
29,332,-7.3132954,0.7055770754814148,0.10000000000000007,-3.466136477210305,65.10749227350408
30,345,-16.574905,0.6369614005088806,0.1500000000000002,-3.4395350309518666,73.27941131591797
31,354,-9.572174,0.5444574952125549,0.05000000000000007,-3.3882151444753013,74.40459823608398
32,368,-17.788826,0.6323005557060242,0.09999999999999991,-3.4509272234780446,69.58630330221993
33,384,-6.935355,0.7555695176124573,0.15000000000000008,-3.635845825076103,72.66183042526245
34,400,-24.82327,0.7445054054260254,6.938893903907228e-17,-3.7561403065919876,56.13602066040039
35,407,-19.598755,0.8880034685134888,0.15000000000000008,-3.800543580736433,99.1263907296317
36,416,-27.692717,0.7933483123779297,0.05000000000000007,-3.7210891246795654,71.7489653693305
37,426,-24.89482,0.9277070164680481,0.15000000000000013,-3.9056917905807493,73.58057346343995
38,433,-25.647387,0.99232017993927,0.15000000000000008,-4.037007944924491,81.32095009940011
39,443,-17.278215,0.656966507434845,0.15000000000000008,-3.890443301200867,99.22079162597656
40,457,-17.341042,0.5521398782730103,0.10000000000000007,-3.758810077394758,84.27384008680072
41,468,-9.45211,0.6893041729927063,0.10000000000000013,-3.7867558869448574,78.05689551613547
42,482,-20.892258,1.1083176136016846,0.0,-4.105787719999041,69.44570759364537
43,500,-25.837936,1.0525652170181274,0.0,-4.190061277813381,88.41620424058702
44,507,-12.282965,0.841836154460907,0.15000000000000008,-4.019463130405971,85.50621141706195
45,518,-22.301392,0.9263675212860107,0.10000000000000007,-4.0987654816020616,79.50076779452237
46,533,-24.214888,1.1942803859710693,0.1,-4.408238379160563,81.68392575581869
47,552,-13.148173,1.4107929468154907,0.15000000000000024,-4.553926944732666,81.17324487786544
48,561,-23.055872,1.4852694272994995,0.05000000000000007,-4.606655915578206,74.18564690483942
49,569,-14.833008,1.4101876020431519,0.10000000000000007,-4.702197074890137,95.18005514144897
50,584,-5.9351287,1.4954171180725098,0.1999999999999999,-4.67877524693807,80.32706349690756
51,594,-22.02344,1.3657184839248657,0.15000000000000013,-4.530954313278198,88.49930419921876
52,613,-5.0671525,1.6890332698822021,1.249000902703301e-16,-4.878590332834344,84.08436263234992
53,625,-15.5172205,1.6766499280929565,0.05000000000000007,-4.915706078211467,95.18736775716145
54,660,-3.4283628,1.7261688709259033,0.10000000000000002,-4.994495105743408,77.59800338745117
55,679,-7.085284,2.377960681915283,0.1500000000000002,-5.550969123840332,76.98344702469676
56,687,-21.80573,2.442331314086914,0.10000000000000007,-5.6568281054496765,67.07826089859009
57,697,-8.049305,2.3359951972961426,0.15000000000000008,-5.57948522567749,75.69884338378907
58,707,-11.718737,2.4949402809143066,0.15000000000000013,-5.570972347259522,95.12315979003907
59,720,-17.194572,2.1906771659851074,0.0,-5.380535969367394,80.34123816856972
60,730,-20.460264,2.476003646850586,0.15000000000000013,-5.70711121559143,84.08281517028809
61,744,-10.518099,2.6412272453308105,0.10000000000000019,-5.779484135763986,79.24400111607143
62,755,-22.040293,2.6621241569519043,0.10000000000000013,-5.658301613547585,97.32737627896395
63,764,-11.215807,2.42830753326416,0.05000000000000007,-5.709789964887831,90.43802642822266
64,785,-14.045576,2.752391815185547,0.1,-6.118737992786226,84.98035430908203
65,792,-20.270296,2.971176862716675,0.15000000000000008,-6.220331736973354,79.255676814488
66,803,-14.313857,2.9730730056762695,0.10000000000000013,-6.047931150956587,99.8495795510032
67,810,-18.664326,2.5285401344299316,0.15000000000000008,-5.68387154170445,94.54696546282086
68,820,-23.694126,2.6251118183135986,0.15000000000000008,-5.943594217300415,75.78222427368163
69,831,-23.476866,3.0507524013519287,0.10000000000000013,-6.420450774106112,96.49312764948064
70,841,-17.35761,3.0959103107452393,6.938893903907228e-17,-6.280016660690308,96.48342437744141
71,848,-10.597132,2.9821629524230957,0.15000000000000008,-6.106964043208531,75.55443464006696
72,858,-13.657005,2.8943867683410645,0.15000000000000008,-6.274087142944336,97.68586053848267
73,865,-17.717691,3.0009377002716064,0.15000000000000008,-6.543316977364676,126.52454049246651
74,872,-27.91037,2.9705920219421387,0.15000000000000008,-6.530187061854771,90.01250239780971
75,887,-19.909327,2.879908800125122,0.05000000000000013,-6.27727518081665,99.81846605936686
76,899,-20.074549,3.1065757274627686,0.05000000000000007,-6.480188886324565,83.55485757191975
77,908,-24.056423,3.5377817153930664,0.05000000000000007,-6.862549357944065,90.73620054456923
78,919,-12.699025,3.6046433448791504,0.0,-6.973085403442383,88.24332636052912
79,928,-20.290903,3.6490254402160645,0.05000000000000007,-7.030834197998047,80.95826127794054
80,935,-24.100136,3.7681918144226074,0.15000000000000008,-7.081567287445068,98.84545353480748
81,947,-23.795685,3.360658884048462,0.0,-6.834543426831563,87.41882244745891
82,964,-19.333115,3.6194865703582764,0.0,-6.90012861700619,95.01104590472053
83,986,-15.0360565,3.3418898582458496,0.1499999999999999,-6.611196409572255,119.47976060347123
84,1016,-4.5941334,3.7646889686584473,0.19999999999999996,-7.257624022165934,96.97887388865153
85,1023,-26.615501,3.937896728515625,0.15000000000000008,-7.483904906681606,111.54749461582729
86,1075,4.206583,4.069463729858398,0.14999999999999925,-7.447698143812326,103.38664315297054
87,1093,-7.1181536,4.483704090118408,0.0,-7.944175084431966,84.79689862993028
88,1110,-24.001755,4.64892578125,0.0,-8.014702656689812,104.5579257291906
89,1123,-11.148384,4.665811538696289,0.1500000000000002,-8.13163342842689,93.33911514282227
90,1131,-11.7092905,4.53835391998291,0.10000000000000007,-8.004202783107758,133.5226640701294
91,1139,-27.96326,4.239789009094238,0.10000000000000007,-7.64541894197464,100.42800807952881
92,1153,-19.10497,4.736175537109375,0.0,-8.305355889456612,106.15941565377372
93,1164,-8.430382,4.875393390655518,0.10000000000000013,-8.391183766451748,105.74684697931463
94,1171,-21.226871,4.949028015136719,0.15000000000000008,-8.194107941218785,109.70362200055804
95,1192,-5.852218,4.574136734008789,0.05000000000000007,-8.025359358106341,107.76517668224517
96,1292,90.268776,5.501077651977539,0.7499999999999994,-8.999104824066162,103.43732877731323
97,1305,-14.632994,5.838198661804199,6.938893903907228e-17,-9.30424088698167,104.08899864783653
98,1316,-22.27159,6.1370439529418945,0.0,-9.7399638782848,92.26645487005061
