episode,total_steps,reward,accuracy,satisfaction,actor_loss,critic_loss
1,6,3.1131058,0.6666666666666666,0.2750742685234019,0.0,0.0
2,32,21.701687,0.46153846153846156,0.13558046389486966,0.0,0.0
3,52,18.895996,0.45,0.16329025453413182,0.0,0.0
4,61,7.11135,0.5555555555555556,0.07632776781225216,0.0,0.0
5,86,21.566324,0.4,0.04188411054551325,0.0,0.0
6,89,0.6897347,0.6666666666666666,0.2390751338349923,0.0,0.0
7,96,3.9405053,0.2857142857142857,-0.05,0.0,0.0
8,119,22.416548,0.5217391304347826,0.1848494966959418,0.0,0.0
9,123,0.80459,0.0,0.09450367186052762,0.0,0.0
10,133,6.4207788,0.4,0.06716810596149284,0.0,0.0
11,142,6.5625787,0.4444444444444444,0.18503945208590328,0.0,0.0
12,149,5.159775,0.5714285714285714,0.08762453681633646,0.0,0.0
13,161,8.876521,0.5,0.0953598769715484,0.0,0.0
14,168,4.60925,0.42857142857142855,0.07051820976777151,0.0,0.0
15,177,7.6699686,0.4444444444444444,0.07698680966826836,0.0,0.0
16,216,37.730247,0.3333333333333333,0.019249825077319524,0.0,0.0
17,260,49.020847,0.4772727272727273,0.19408161363848844,0.0,0.0
18,277,15.619574,0.5294117647058824,0.082881690118263,0.0,0.0
19,323,50.511387,0.5652173913043478,0.10062989239548571,0.0,0.0
20,340,17.503551,0.7647058823529411,0.20545033064632306,0.0,0.0
21,344,2.0357857,0.5,0.2787979577120732,0.0,0.0
22,363,18.443642,0.631578947368421,0.054169951358302604,0.0,0.0
23,379,14.767032,0.25,0.08452560173060218,0.0,0.0
24,411,29.367891,0.375,0.19609572689233806,0.0,0.0
25,434,24.857859,0.391304347826087,0.08699181369527177,0.0,0.0
26,465,29.97937,0.5483870967741935,0.19758444160219735,0.0,0.0
27,470,3.05594,0.8,0.20674836128885243,0.0,0.0
28,477,4.8553376,0.42857142857142855,0.1015247977140775,0.0,0.0
29,508,30.28621,0.4838709677419355,-0.05,0.0,0.0
30,520,9.269821,0.3333333333333333,0.09258247198096749,0.0,0.0
31,527,4.21659,0.5714285714285714,0.005955017605069085,0.0,0.0
32,542,13.348597,0.4666666666666667,0.01341837252383184,0.0,0.0
33,594,57.40202,0.5769230769230769,0.24874353922500608,0.0,0.0
34,604,9.277063,0.7,0.27430449014972974,0.0,0.0
35,613,6.964398,0.6666666666666666,0.0701819929275592,0.0,0.0
36,618,2.6403112,0.8,0.1742291771715383,0.0,0.0
37,703,87.29629,0.49411764705882355,-0.03336789030417749,0.0,0.0
38,720,15.559449,0.47058823529411764,0.09021220994749084,0.0,0.0
39,735,16.412424,0.6666666666666666,-0.05,0.0,0.0
40,744,7.645217,0.5555555555555556,0.06945967261710019,0.0,0.0
41,773,30.606352,0.6896551724137931,0.06967609515886011,0.0,0.0
42,799,24.457947,0.5769230769230769,0.18903630984462405,0.0,0.0
43,841,48.26693,0.5476190476190477,0.25323825749724443,0.0,0.0
44,851,8.841978,0.4,-0.02053466844641179,0.0,0.0
45,860,7.4673448,0.5555555555555556,0.11158878642864843,0.0,0.0
46,862,-0.31672263,0.5,0.17999614553666277,0.0,0.0
47,868,3.6276875,0.3333333333333333,0.24120632200607067,0.0,0.0
48,891,21.830696,0.5217391304347826,-0.012574677588317484,0.0,0.0
49,910,20.244827,0.5789473684210527,0.15300211064070454,0.0,0.0
50,935,26.284742,0.52,0.14996140860828366,0.0,0.0
51,945,8.633603,0.5,0.28432354467505755,0.0,0.0
52,960,13.078766,0.3333333333333333,0.04874633246353084,0.0,0.0
53,973,13.222918,0.5384615384615384,0.0183680937444671,0.0,0.0
54,1060,96.95434,0.4942528735632184,0.15,-8.195901565864437,35.71182155609131
55,1086,27.97186,0.46153846153846156,0.1924341470624757,-11.36448280627911,6.948942532906165
56,1087,-1.175464,1.0,0.23694268319799,-11.613032341003418,6.973001956939697
57,1140,58.52462,0.49056603773584906,0.034272418706272456,-11.837690929196915,6.3530206320420755
58,1143,0.8551153,0.6666666666666666,0.183998387596288,-12.113336563110352,5.2795643011728925
59,1178,43.66024,0.6,0.1873062704953855,-12.435131536211287,6.655468715940203
60,1201,25.687431,0.6521739130434783,-0.05,-12.768749776093856,6.669760807700779
61,1214,11.546867,0.38461538461538464,0.17083367384357717,-12.950679999131422,8.334976287988516
