episode,total_steps,reward,avg_q,satisfaction,actor_loss,critic_loss,w_eng,w_sat,w_div
55,727,2.7696757,0.0,0.1500000000000002,0.0,0.0,0.31413263,0.2949413,0.3909261
56,745,3.811681,0.0,0.0,0.0,0.0,0.33234364,0.30142084,0.36623552
57,752,-0.59501326,0.0,0.15000000000000008,0.0,0.0,0.3084628,0.28419295,0.40734416
58,767,2.1834764,0.0,0.0,0.0,0.0,0.33378157,0.30258405,0.3636344
59,790,7.5889416,0.0,0.10000000000000019,0.0,0.0,0.2995691,0.28664204,0.41378886
60,798,-0.9583913,0.0,0.10000000000000007,0.0,0.0,0.33975574,0.30657265,0.35367164
61,806,-0.11856747,0.0,0.10000000000000007,0.0,0.0,0.33265442,0.30207306,0.36527258
62,819,1.0736899,0.0,6.938893903907228e-17,0.0,0.0,0.33809608,0.3062346,0.35566935
63,835,3.954163,0.0,0.15000000000000013,0.0,0.0,0.34128705,0.31059924,0.34811378
64,849,3.521801,0.0,0.0,0.0,0.0,0.32129183,0.2944593,0.38424885
65,858,-0.50936055,0.0,0.05000000000000007,0.0,0.0,0.33004987,0.30590713,0.36404294
66,865,-0.67285764,0.0,0.15000000000000008,0.0,0.0,0.30048817,0.29287577,0.40663603
67,872,-0.5910839,0.0,0.15000000000000008,0.0,0.0,0.3041042,0.2859827,0.40991312
68,879,-0.07992315,0.0,0.15000000000000008,0.0,0.0,0.32530648,0.29852664,0.37616688
69,900,3.7003436,0.0,0.0,0.0,0.0,0.3362214,0.306652,0.3571266
70,914,1.1983619,0.0,0.0,0.0,0.0,0.33672497,0.30654246,0.35673252
71,926,2.3459833,0.0,0.0,0.0,0.0,0.30507225,0.28292355,0.41200423
72,937,1.3206046,0.0,0.10000000000000007,0.0,0.0,0.32493633,0.29478335,0.38028032
73,948,1.0329814,0.0,0.10000000000000007,0.0,0.0,0.33352944,0.3080875,0.35838306
74,958,0.20952678,0.0,6.938893903907228e-17,0.0,0.0,0.30908564,0.28792426,0.4029901
75,984,5.861979,0.0,0.0,0.0,0.0,0.32607418,0.3038746,0.37005118
76,994,0.29037213,0.0,0.15000000000000008,0.0,0.0,0.3245298,0.2906873,0.38478294
77,1005,1.087163,73.57421875,0.10000000000000013,-78.55403137207031,142.3189912637075,0.33047184,0.3034114,0.36611673
78,1016,1.9966002,73.99878692626953,0.10000000000000007,-79.50849220969461,177.24725051359698,0.29851735,0.28587398,0.41560867
79,1026,1.6851871,73.40025329589844,0.15000000000000002,-80.44363098144531,246.67466788291932,0.3124052,0.29089224,0.39670256
80,1035,0.08517742,73.38619232177734,0.05000000000000007,-80.77149369981554,149.37489785088434,0.3316681,0.31198665,0.35634524
81,1042,-0.04612899,72.63908386230469,0.15000000000000008,-78.6937277657645,80.43800381251744,0.3244396,0.2998837,0.37567672
82,1056,2.0035896,73.8476333618164,0.0,-80.04294422694615,185.67690667084284,0.33034053,0.31158432,0.3580751
83,1067,1.2489216,75.78366088867188,0.10000000000000007,-80.63911160555753,135.84958900104868,0.33392963,0.30503568,0.36103466
84,1075,0.11729741,75.46808624267578,0.10000000000000007,-80.44635009765625,116.26209455728531,0.33393124,0.30698416,0.3590846
85,1082,-0.98367333,74.7354507446289,0.15000000000000008,-80.31389399937221,179.74720770972115,0.34174967,0.30703187,0.3512184
86,1096,1.5702324,75.29647064208984,0.0,-82.1890253339495,127.76114003998893,0.33853793,0.30684003,0.35462195
87,1112,4.6878953,75.7957763671875,0.15000000000000013,-81.40346336364746,127.30839893221855,0.3194877,0.29641512,0.38409722
88,1131,6.112835,76.02516174316406,0.05,-82.57599880820827,122.70043304719422,0.32911515,0.30291152,0.36797327
89,1147,4.5290318,76.53187561035156,0.1500000000000002,-84.37352132797241,138.73702839016914,0.31902695,0.28755328,0.3934198
90,1157,0.5186007,77.94367980957031,6.938893903907228e-17,-84.17899093627929,58.50981584787369,0.3190736,0.29253766,0.38838878
91,1182,8.5173235,77.80402374267578,2.3592239273284576e-16,-83.4533251953125,120.73499976158142,0.32165036,0.2963809,0.38196874
92,1197,3.119084,77.59109497070312,0.05000000000000013,-83.25479583740234,205.80810553232828,0.3210287,0.2972632,0.38170803
93,1205,-0.31096077,78.71330261230469,0.10000000000000007,-84.13010597229004,71.66391241550446,0.32902423,0.31214827,0.35882756
94,1222,3.5795784,78.56070709228516,0.10000000000000019,-84.54624220904182,199.16694638308357,0.33241913,0.31000963,0.35757127
95,1229,-0.64588165,78.58304595947266,0.15000000000000008,-85.53863525390625,118.36987767900739,0.34125015,0.31002095,0.34872887
96,1242,2.3807774,79.25390625,1.3877787807814457e-17,-84.9350333580604,113.32093734007616,0.33232367,0.30863184,0.3590445
97,1252,2.1319718,78.59388732910156,0.15000000000000002,-84.34966430664062,297.49272708892823,0.30630952,0.2931307,0.40055978
98,1259,-0.41625476,79.8636474609375,0.15000000000000008,-87.40240805489677,141.90564039775305,0.32629418,0.29566693,0.37803885
99,1270,1.6650648,79.59352111816406,0.10000000000000007,-86.80704220858487,147.20158925923434,0.33175004,0.3011662,0.36708376
100,1279,0.7060156,79.10462951660156,0.05000000000000007,-85.96615770128038,271.71953667534723,0.3247888,0.30043206,0.37477913
101,1290,1.198415,80.6580581665039,0.10000000000000007,-87.98665064031428,111.21865437247537,0.33653054,0.30926433,0.35420522
102,1302,2.1729193,81.07792663574219,0.1999999999999999,-89.17916170756023,110.71214059988658,0.34125084,0.30588365,0.3528655
103,1309,0.32851338,82.4547119140625,0.15000000000000008,-91.21515873500279,72.63212605885097,0.33082518,0.29523152,0.37394333
104,1333,6.1103344,80.28517150878906,0.0,-88.54147052764893,83.2007105325659,0.33842194,0.30630562,0.3552725
105,1349,3.1977437,80.785400390625,6.938893903907228e-17,-87.93851375579834,134.63463004678488,0.3256033,0.30459177,0.36980492
106,1373,5.493499,82.09719848632812,0.0,-88.60933049519856,152.1781361103058,0.32171848,0.29141992,0.38686165
107,1392,3.6057196,82.4519271850586,0.1,-88.94144560161389,191.26524030534844,0.3386795,0.30538106,0.35593945
108,1408,1.4307339,84.03257751464844,0.0,-89.68666458129883,131.92787237465382,0.3051651,0.28685826,0.40797666
109,1424,2.9494574,84.0147705078125,0.0,-89.08553123474121,118.89755621552467,0.33160427,0.30727264,0.3611231
110,1436,1.0555243,84.19457244873047,0.0,-89.84614499409993,163.00046768784523,0.32855517,0.29759127,0.37385353
111,1448,1.9910803,84.01634979248047,0.05000000000000007,-90.50948905944824,198.5362289150556,0.32928178,0.30843395,0.36228418
112,1455,-0.049180746,84.35384368896484,0.15000000000000008,-91.95752934047154,134.04755919320243,0.32333598,0.29786408,0.37879995
113,1465,1.3980727,82.6108169555664,0.15000000000000008,-95.00232849121093,316.8982421875,0.33261225,0.30627045,0.36111724
114,1472,-0.90259576,82.12413024902344,0.15000000000000008,-99.85167912074498,230.57482964651925,0.3297839,0.30283332,0.36738282
115,1492,5.493799,83.70293426513672,0.0,-96.83441734313965,120.0821489572525,0.3279129,0.30027446,0.37181273
116,1503,2.0055468,85.04969787597656,0.10000000000000013,-95.72723666104403,160.18404286557978,0.32081854,0.2865833,0.3925982
117,1514,0.840369,85.25438690185547,0.10000000000000007,-98.6999581076882,177.35573759945956,0.32792613,0.31208688,0.35998696
118,1521,-0.37469673,83.28956604003906,0.15000000000000008,-93.29356384277344,300.4670478275844,0.32055902,0.29287544,0.38656548
119,1531,2.1918066,87.19764709472656,0.15000000000000008,-94.52584304809571,98.04746618270875,0.29911163,0.28706276,0.41382554
120,1552,6.1213193,85.92059326171875,0.05000000000000018,-91.54643322172619,181.1808467819577,0.32925,0.30347475,0.36727518
121,1559,-1.3991792,87.23297119140625,0.15000000000000008,-91.12976728166852,151.37391015461512,0.33146173,0.31187776,0.35666057
122,1570,1.1939642,86.36876678466797,0.0,-83.2936942360618,170.87141932140696,0.32592198,0.29200384,0.38207424
123,1585,2.2758276,86.66334533691406,0.0,-78.58303680419922,98.90370421409607,0.30381688,0.28613535,0.41004777
124,1595,1.2057567,88.40042877197266,0.15000000000000008,-93.46415405273437,151.02927165031434,0.3246885,0.30903628,0.3662752
125,1615,5.6055145,87.4266128540039,0.10000000000000002,-93.35029945373535,146.70649775862694,0.3164583,0.29486966,0.38867205
126,1625,-0.63531375,86.81855773925781,6.938893903907228e-17,-92.7003288269043,315.5831908524036,0.3342096,0.31136733,0.35442308
127,1637,1.9156318,89.0547866821289,0.05000000000000007,-95.77870114644368,123.12731810410817,0.32539624,0.29191652,0.3826873
128,1658,6.9547386,88.87047576904297,0.05000000000000018,-95.11090959821429,225.08311934698196,0.29673573,0.287466,0.41579828
129,1674,4.26015,89.2457275390625,0.15000000000000013,-95.73330020904541,176.3783920109272,0.31896785,0.29780024,0.38323188
130,1691,2.6157727,89.46369171142578,0.0,-96.41146222282859,195.1531266044168,0.33097523,0.30968586,0.35933888
131,1698,-0.6239524,90.14637756347656,0.15000000000000008,-98.16199275425502,186.01987845557076,0.32844916,0.3081808,0.36336997
132,1711,0.48382306,91.01396942138672,0.0,-98.98520777775691,83.41742572417625,0.33438066,0.30664146,0.35897785
133,1718,-0.66312265,91.14652252197266,0.15000000000000008,-98.59024156842914,113.28534460067749,0.3402992,0.30928722,0.35041356
134,1733,3.7412786,91.20109558105469,0.05000000000000002,-98.28376668294271,158.47617122332255,0.31005475,0.29190144,0.3980438
135,1741,0.08979869,91.39938354492188,0.10000000000000007,-97.00485324859619,218.36579775810242,0.31503388,0.29391396,0.39105222
136,1760,5.778211,91.6653823852539,0.15000000000000013,-97.03890027497944,146.4138257378026,0.31895328,0.291145,0.3899017
137,1775,3.0932195,91.04944610595703,0.0,-96.85102233886718,228.8261402606964,0.329935,0.3008035,0.36926147
138,1783,0.0059423447,90.17730712890625,0.10000000000000007,-97.4390001296997,146.7395315170288,0.32159325,0.29537156,0.3830352
139,1810,5.8682966,91.70066833496094,0.1,-97.95596172191479,196.934050295088,0.32621115,0.30125812,0.37253073
140,1820,-0.25111294,92.59918975830078,6.938893903907228e-17,-98.63986892700196,128.7063057422638,0.31612504,0.29181123,0.3920638
141,1831,2.1161504,92.1235580444336,0.10000000000000007,-97.22425564852628,284.252662376924,0.29585662,0.2835595,0.42058384
142,1854,6.869111,92.65863037109375,0.10000000000000007,-98.66787653384002,276.6698870036913,0.3254031,0.31191188,0.362685
143,1867,3.7618861,93.41748046875,0.15000000000000008,-99.9786130464994,198.9875758611239,0.29693037,0.28540653,0.4176631
144,1880,2.6121707,93.22924041748047,6.938893903907228e-17,-100.07904639610878,192.02035392247714,0.31075096,0.29099935,0.3982497
145,1891,1.1807666,93.84170532226562,0.10000000000000007,-100.91896126487039,111.35121148282832,0.2866899,0.27383366,0.4394764
146,1907,4.226294,93.30650329589844,6.938893903907228e-17,-100.64981269836426,204.1836778074503,0.31417027,0.28942505,0.39640468
147,1923,3.7815044,94.07276153564453,1.249000902703301e-16,-99.79192399978638,217.90987467765808,0.2990144,0.2884184,0.41256723
148,1930,0.07970023,95.13780212402344,0.15000000000000008,-101.41181400844029,205.86746399743217,0.31475222,0.29221097,0.39303687
149,1949,4.8774776,94.8884048461914,0.0,-101.1914496170847,198.36172589502837,0.32524532,0.29978913,0.37496555
150,1971,6.096625,95.62633514404297,0.15000000000000013,-101.68772229281339,233.61320428414777,0.32820135,0.29715315,0.3746455
151,1984,1.5803132,96.15450286865234,0.0,-103.02172264685997,117.86789457614606,0.31705368,0.29458225,0.38836408
152,1996,1.3487277,95.99642181396484,0.05000000000000002,-102.65181350708008,174.8267701268196,0.33785924,0.30357677,0.35856402
153,2003,0.22181654,97.11720275878906,0.15000000000000008,-104.1645028250558,261.7830014228821,0.30037895,0.28525007,0.414371
154,2017,1.6613853,95.3887939453125,0.0,-103.83022090366909,307.72186701638356,0.3171015,0.2889,0.39399847
155,2030,1.5357199,96.5843505859375,6.938893903907228e-17,-105.6075691810021,248.2663700397198,0.33305338,0.3053783,0.36156833
156,2039,0.033048153,96.26128387451172,0.05000000000000007,-104.06829918755426,433.2714490890503,0.31824407,0.29469627,0.38705966
157,2046,-0.4807427,96.85579681396484,0.15000000000000008,-104.70060511997768,139.42927142551966,0.33167338,0.3001802,0.3681464
158,2057,0.123657465,97.48560333251953,0.0,-104.63907970081677,154.23443586176091,0.34034476,0.30748305,0.35217217
159,2064,0.6885915,99.0067138671875,0.15000000000000008,-106.31209019252232,226.88486317225866,0.298772,0.28530383,0.41592416
160,2087,7.7413564,97.77827453613281,0.0999999999999998,-106.07917420760445,311.5146970412006,0.32863054,0.29766613,0.3737034
161,2097,1.5415409,97.0670394897461,0.15000000000000008,-103.61135330200196,363.53547444343565,0.30962753,0.29061517,0.3997573
162,2110,2.1249337,99.13351440429688,0.15000000000000008,-104.62790797306941,201.0742847919464,0.332043,0.29833204,0.3696249
163,2117,-0.14151645,100.5205078125,0.15000000000000008,-105.92522648402623,174.2401623725891,0.33126733,0.29903102,0.36970168
164,2136,6.030369,99.57810974121094,0.15000000000000002,-105.54162115799754,166.35755834453985,0.3255464,0.29440653,0.38004702
165,2148,1.7804375,100.1478042602539,0.0,-106.21234512329102,160.2078693707784,0.313391,0.2865687,0.40004024
166,2162,3.4797945,100.27508544921875,0.10000000000000007,-106.38205065046039,245.70682428564345,0.3396164,0.30092135,0.35946226
167,2171,0.28109956,99.69353485107422,0.05000000000000007,-105.67394002278645,333.43421194288464,0.30637532,0.28809065,0.40553406
168,2182,1.3919809,101.31515502929688,0.0,-106.4082329489968,182.8509397940202,0.31289473,0.28584722,0.40125802
169,2192,0.50474906,101.80419921875,6.938893903907228e-17,-107.77903594970704,189.55341968536376,0.3375481,0.3074924,0.35495946
170,2207,2.4281964,100.72630310058594,0.05000000000000013,-107.2205093383789,248.21952544848125,0.32965404,0.29389998,0.37644595
171,2221,1.9415576,101.06192779541016,0.0,-107.56515066964286,196.50563260487147,0.32182273,0.29740083,0.3807765
172,2232,2.572557,101.43917846679688,0.10000000000000013,-108.09560533003373,255.1219865625555,0.30092466,0.28371683,0.4153585
173,2241,1.0355058,102.48696899414062,0.05000000000000007,-108.94929928249783,117.36205670568678,0.3292522,0.2983658,0.372382
174,2249,0.12870288,101.15339660644531,0.10000000000000007,-107.95688724517822,292.0925930738449,0.333314,0.30542818,0.36125785
175,2260,2.0475566,102.98284149169922,0.10000000000000013,-110.45692513205789,94.07315347411416,0.32921457,0.29745176,0.37333363
176,2268,-1.0130489,101.40293884277344,0.10000000000000007,-108.08473682403564,368.3578072190285,0.3307457,0.31154916,0.35770512
177,2279,1.7743156,102.73397827148438,0.10000000000000013,-108.46507332541726,274.2197416912426,0.31572038,0.2982088,0.3860708
178,2289,1.4702578,103.45188903808594,0.15000000000000002,-108.92065963745117,122.22451367378235,0.33124986,0.29761228,0.37113783
179,2301,0.8891778,102.94361114501953,0.05000000000000013,-108.32075119018555,345.4492261807124,0.32110664,0.29597828,0.38291508
180,2326,5.244425,103.29485321044922,0.0,-109.42549713134765,250.30909806251526,0.3106806,0.2915348,0.3977846
181,2337,2.1697712,103.39354705810547,0.10000000000000007,-110.19740642200817,240.0874385400252,0.29254535,0.28124073,0.4262139
182,2344,-0.299541,103.92960357666016,0.15000000000000008,-108.82190377371651,209.01787717001778,0.33151424,0.31142488,0.35706094
183,2354,0.65369344,104.39102935791016,0.15000000000000008,-109.39609146118164,213.95170431137086,0.33022228,0.2998385,0.3699392
184,2361,-0.5086312,103.6717758178711,0.15000000000000008,-109.85983494349888,127.74774742126465,0.33387214,0.30011785,0.36601007
185,2375,2.9259205,104.75455474853516,0.10000000000000007,-110.5340461730957,131.28684067726135,0.30249417,0.28346696,0.41403884
186,2392,4.4321074,104.78468322753906,0.10000000000000007,-110.6065476361443,291.90832973929014,0.3258674,0.2962974,0.37783512
187,2403,1.8091822,105.4612045288086,0.10000000000000013,-110.93215734308416,120.98456525802612,0.33943576,0.3043608,0.35620338
188,2411,0.098040104,105.58858489990234,0.10000000000000007,-111.05426788330078,94.2723571062088,0.3306838,0.3098371,0.35947907
189,2427,3.1053264,105.88371276855469,0.15000000000000008,-112.16146421432495,265.15188236534595,0.33596617,0.3072706,0.35676315
190,2440,3.2657077,106.03792572021484,0.15000000000000002,-112.48218829815204,228.61171909478995,0.3197105,0.29469666,0.38559285
191,2450,0.4572873,106.1162109375,6.938893903907228e-17,-112.80593566894531,234.18829884529114,0.31390503,0.29466408,0.3914309
192,2465,3.2541807,105.80329132080078,0.0,-113.09974568684896,307.4040677388509,0.2976589,0.2883278,0.41401333
193,2476,1.3566501,106.97749328613281,0.10000000000000007,-114.45872220126066,213.9858378605409,0.32821205,0.29650283,0.37528512
194,2484,-0.03113699,105.63491821289062,0.10000000000000007,-112.37255001068115,225.10002779960632,0.32850185,0.29632595,0.37517223
195,2492,-0.19084287,107.77206420898438,0.10000000000000007,-113.22843837738037,203.64704889059067,0.33333623,0.30211306,0.3645507
196,2502,1.2895255,108.23848724365234,0.15000000000000008,-114.62428359985351,154.14265879392624,0.33865392,0.30547765,0.35586846
197,2516,1.8842773,108.41876220703125,0.0,-114.03430666242328,296.75122267859325,0.3342636,0.30730394,0.3584325
198,2526,1.208478,106.1867446899414,0.15000000000000013,-111.34138336181641,436.91662817001344,0.3312203,0.303163,0.36561674
199,2541,2.6453834,108.29363250732422,0.0,-114.22423858642578,220.1234745979309,0.3348872,0.3085396,0.35657325
200,2563,5.2199793,108.622314453125,0.0,-114.11777010830966,166.6810333295302,0.33255127,0.30648056,0.36096814
