episode,total_steps,reward,accuracy,satisfaction,actor_loss,critic_loss
1,22,16.408308,0.5909090909090909,0.09957417771201683,0.0,0.0
2,28,2.3286464,0.6666666666666666,0.264643263325645,0.0,0.0
3,45,13.169172,0.47058823529411764,-0.05,0.0,0.0
4,69,19.336018,0.4583333333333333,-0.05,0.0,0.0
5,107,29.567337,0.23684210526315788,-0.05,0.0,0.0
6,120,8.542181,0.3076923076923077,0.1494477754247648,0.0,0.0
7,132,8.08872,0.3333333333333333,0.09147218269168368,0.0,0.0
8,190,50.192074,0.41379310344827586,0.18585099738586344,0.0,0.0
9,207,12.818332,0.5294117647058824,-0.05,0.0,0.0
10,212,1.6483643,0.4,0.288012044481879,0.0,0.0
11,218,2.8975723,0.3333333333333333,0.08383562878515578,0.0,0.0
12,239,16.301884,0.42857142857142855,0.18756465477089762,0.0,0.0
13,276,30.54107,0.3783783783783784,-0.0056629448393181875,0.0,0.0
14,281,0.971905,0.2,0.0816890368431055,0.0,0.0
15,291,6.7340465,0.5,0.28989295491550293,0.0,0.0
16,306,11.857328,0.6,0.18513788150881544,0.0,0.0
17,315,4.819848,0.2222222222222222,0.052923147268155585,0.0,0.0
18,340,22.574078,0.64,0.21656193784448174,0.0,0.0
19,367,21.81156,0.25925925925925924,0.17731820276805882,0.0,0.0
20,370,0.23300838,0.3333333333333333,0.24981864406187532,0.0,0.0
21,385,10.7539015,0.3333333333333333,0.05948483756654674,0.0,0.0
22,402,13.47171,0.5294117647058824,0.0044898514616628984,0.0,0.0
23,425,17.141415,0.391304347826087,0.0,0.0,0.0
24,434,5.6554375,0.5555555555555556,0.16739480718360233,0.0,0.0
25,441,2.945889,0.14285714285714285,0.0,0.0,0.0
26,458,13.525594,0.5882352941176471,-0.022553220801189402,0.0,0.0
27,514,53.0652,0.5,-0.05,0.0,0.0
28,534,14.954042,0.4,-0.0339416582327753,0.0,0.0
29,558,19.426863,0.5416666666666666,-0.0018205463947442019,0.0,0.0
30,576,13.50805,0.5,-0.05,0.0,0.0
31,607,27.651901,0.7419354838709677,0.09862293719736843,0.0,0.0
32,647,34.932343,0.625,0.08245787757099603,0.0,0.0
33,655,4.2332296,0.25,0.2031058489806742,0.0,0.0
34,677,18.861422,0.5,0.21483701366769947,0.0,0.0
35,690,9.482419,0.46153846153846156,0.12559259935213,0.0,0.0
36,699,5.163113,0.2222222222222222,0.23081430459581914,0.0,0.0
37,766,61.07611,0.5522388059701493,0.023788781512371612,0.0,0.0
38,773,3.3306408,0.42857142857142855,0.00804740359186077,0.0,0.0
39,782,5.856497,0.4444444444444444,0.25190971571113385,0.0,0.0
40,800,13.100031,0.4444444444444444,-0.05,0.0,0.0
41,814,10.918684,0.5714285714285714,0.08635835073461832,0.0,0.0
42,826,8.191914,0.4166666666666667,0.1767716277743322,0.0,0.0
43,836,6.648903,0.4,0.06611810238958155,0.0,0.0
44,842,3.033207,0.3333333333333333,0.027430154985690305,0.0,0.0
45,853,8.789692,0.7272727272727273,-0.0366738047627654,0.0,0.0
46,856,0.030009627,0.3333333333333333,0.19277351467396192,0.0,0.0
47,876,15.288652,0.4,-0.05,0.0,0.0
48,897,17.077326,0.47619047619047616,0.16850244187745855,0.0,0.0
49,910,8.507419,0.5384615384615384,0.08849643007651452,0.0,0.0
50,921,7.426699,0.36363636363636365,0.07822258517383023,0.0,0.0
51,940,13.454025,0.3684210526315789,0.020785495513871474,0.0,0.0
52,945,1.6815037,0.6,0.07861255055549328,0.0,0.0
53,969,19.188023,0.4166666666666667,0.2227714644501409,0.0,0.0
54,976,4.0854406,0.42857142857142855,0.17583544692032144,0.0,0.0
55,994,13.647591,0.3888888888888889,0.13235700148072665,0.0,0.0
